genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Salmonella,enterica,SRR3664929,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664930,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664931,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664932,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2012
Salmonella,enterica,SRR3664933,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2012
Salmonella,enterica,SRR3664934,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground beef,USA,2012
Salmonella,enterica,SRR3664935,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664936,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664937,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2012
Salmonella,enterica,SRR3664938,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground beef,USA,2012
Salmonella,enterica,SRR3664939,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2012
Salmonella,enterica,SRR3664940,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2012
Salmonella,enterica,SRR3664941,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664944,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground beef,USA,2012
Salmonella,enterica,SRR3664946,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664947,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664948,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664949,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2012
Salmonella,enterica,SRR3664950,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2012
Salmonella,enterica,SRR3664951,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2012
Salmonella,enterica,SRR3664952,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2012
Salmonella,enterica,SRR3664953,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664954,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664955,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664956,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664957,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2012
Salmonella,enterica,SRR3664959,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2012
Salmonella,enterica,SRR3664960,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2012
Salmonella,enterica,SRR3664961,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664962,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3664963,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664964,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664965,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664966,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664967,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3664968,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3664969,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3664970,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3664971,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3664972,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3664973,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3664974,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3664975,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664976,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3664977,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664978,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3664979,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3664980,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664981,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664982,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3664983,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3664984,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3664985,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664986,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664987,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664988,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664989,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664990,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664991,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664992,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664993,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664994,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664995,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3664996,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3664997,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3664998,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3664999,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665000,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665001,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665002,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665003,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665004,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665005,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665006,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665007,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665008,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665009,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665010,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665011,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2011
Salmonella,enterica,SRR3665013,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665014,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665015,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011-04-05
Salmonella,enterica,SRR3665016,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665017,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665018,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665019,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665020,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665021,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665022,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665023,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665024,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665025,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665026,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665028,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665029,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665030,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665031,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665032,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665033,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665034,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665035,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665036,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665037,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665038,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665040,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665041,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665042,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2011
Salmonella,enterica,SRR3665045,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665046,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665047,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665048,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665049,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665050,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665051,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665052,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665053,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665054,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665055,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665056,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665057,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665058,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665059,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665060,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665061,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665062,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665063,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665064,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665065,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665066,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665067,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665068,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665069,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665070,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665071,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665072,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665073,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665074,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665075,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665076,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665077,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665078,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665079,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665080,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665081,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,pork chop,USA,2011
Salmonella,enterica,SRR3665083,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665084,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665085,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665086,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665087,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665088,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,pork chops,USA,2011
Salmonella,enterica,SRR3665089,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665090,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665091,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665092,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665093,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665094,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,ground turkey,USA,2011
Salmonella,enterica,SRR3665095,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665096,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665097,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665098,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665099,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665100,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665101,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665102,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665103,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665104,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,chicken breast,USA,2011
Salmonella,enterica,SRR3665105,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,CMV2AGNF/CMV3AGNF,CLSI,2015,27381390,chicken breast,USA,2011
Salmonella,enterica,SRR3665106,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665107,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665108,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
Salmonella,enterica,SRR3665109,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,ground turkey,USA,2011
